data_point_ID,EXCLUSION,Citation,Title,Lit_Source,Continent,island,experimental_mechanism,Latitude,Longitude,Site,Herbivores_Manipulated,Herbivore_nativeness,treatment_duration_days,impact_mechanism,Fig_Num,High_value_equals_high_response,Response_Dimension,Response_Living,Response_Highest_Level,Strata_or_soil_depth,Species_Class,Species,Response,Units,age_class,woody_height_class,Plot_Covariate,time_series_clean,Mean_High_Megafauna,Mean_Low_Megafauna,SD_High_Megafauna,SD_Low_Megafauna,N_High_Megafauna,N_Low_Megafauna,analysis_group_category,analysis_group,Invasive,Africa_Comparison,experiment_id,site_id,species_response_tag,yi,vi
Antoniella et al 2025 Urban Forestry & Urban Greening 3,,Antoniella et al 2025 Urban Forestry & Urban Greening,Wild ungulates and carbon dynamics in Mediterranean peri-urban forests: Evaluating their impact on soil and biomass carbon storage,Web of Science October 2025,Europe,no,inside vs outside exclosure,41.72666317,12.39173601,"Campo di Rota, Edge of Rome",Dama dama; Capreolus capreolus; Sus scrofa,Native,Inf,cumulative,fig_3_carbon_30_60_cm,TRUE,Belowground,Abiotic,SOIL_NUTRIENTS,30-60 cm,soil,Carbon,Soil Organic Carbon,Mg / ha,"","",,1,42.0643154,23.6099585,16.8077761,2.39665748,27,27,Soil,Soil_Organic_C,Native,,experiment_7278,89,soil Carbon Soil Organic Carbon,1.51491215654801,0.119333010926861
Antoniella et al 2025 Urban Forestry & Urban Greening 4,,Antoniella et al 2025 Urban Forestry & Urban Greening,Wild ungulates and carbon dynamics in Mediterranean peri-urban forests: Evaluating their impact on soil and biomass carbon storage,Web of Science October 2025,Europe,no,inside vs outside exclosure,41.72666317,12.39173601,"Campo di Rota, Edge of Rome",Dama dama; Capreolus capreolus; Sus scrofa,Native,Inf,cumulative,fig_3_nitrogen_0_10_cm,TRUE,Belowground,Abiotic,SOIL_NUTRIENTS,0-10 cm,soil,Nitrogen,Total Nitrogen,Mg / ha,"","",,1,2.09032258,1.64516129,0.3090227,0.20419689,27,27,Soil,Soil_Total_N,Native,,experiment_7279,89,soil Nitrogen Total Nitrogen,1.6750339187292,0.108049946765576
Antoniella et al 2025 Urban Forestry & Urban Greening 5,,Antoniella et al 2025 Urban Forestry & Urban Greening,Wild ungulates and carbon dynamics in Mediterranean peri-urban forests: Evaluating their impact on soil and biomass carbon storage,Web of Science October 2025,Europe,no,inside vs outside exclosure,41.72666317,12.39173601,"Campo di Rota, Edge of Rome",Dama dama; Capreolus capreolus; Sus scrofa,Native,Inf,cumulative,fig_3_nitrogen_10_30_cm,TRUE,Belowground,Abiotic,SOIL_NUTRIENTS,10-30 cm,soil,Nitrogen,Total Nitrogen,Mg / ha,"","",,1,2.87903226,2.86451613,0.52230592,0.22903966,27,27,Soil,Soil_Total_N,Native,,experiment_7280,89,soil Nitrogen Total Nitrogen,0.0354734488014971,0.0769407293506494
Antoniella et al 2025 Urban Forestry & Urban Greening 6,,Antoniella et al 2025 Urban Forestry & Urban Greening,Wild ungulates and carbon dynamics in Mediterranean peri-urban forests: Evaluating their impact on soil and biomass carbon storage,Web of Science October 2025,Europe,no,inside vs outside exclosure,41.72666317,12.39173601,"Campo di Rota, Edge of Rome",Dama dama; Capreolus capreolus; Sus scrofa,Native,Inf,cumulative,fig_3_nitrogen_30_60_cm,TRUE,Belowground,Abiotic,SOIL_NUTRIENTS,30-60 cm,soil,Nitrogen,Total Nitrogen,Mg / ha,"","",,1,6.88548387,5.83548387,2.20615971,2.73270494,27,27,Soil,Soil_Total_N,Native,,experiment_7281,89,soil Nitrogen Total Nitrogen,0.416670352871697,0.078666645459856
Arvidsson et al. 2022 Journal of Arachnology 2,,Arvidsson et al. 2022 Journal of Arachnology,Microhabitat conditions affect web-building spider communities and their prey independent of effects of short-term wildlife fencing on forest vegetation,Web of Science October 2025,Europe,no,inside vs outside exclosure,52.56999322,12.39522266,Havelland district in north-eastern Germany,Dama dama; Cervus elaphus; Capreolus capreolus,Native,1095,cumulative,main text,TRUE,Aboveground,Dead,SOIL_COVER,"",litter,litter,cover,%,"","",,1,43.2,47.6,19.1,16,55,55,Ecosystem,Dead_Vegetation,Native,,experiment_7435,91,litter litter cover,-0.248001119625206,0.0373305276431983
Arvidsson et al. 2022 Journal of Arachnology 2,,Arvidsson et al. 2022 Journal of Arachnology,Microhabitat conditions affect web-building spider communities and their prey independent of effects of short-term wildlife fencing on forest vegetation,Web of Science October 2025,Europe,no,inside vs outside exclosure,52.56999322,12.39522266,Havelland district in north-eastern Germany,Dama dama; Cervus elaphus; Capreolus capreolus,Native,1095,cumulative,main text,TRUE,Aboveground,Dead,SOIL_COVER,"",litter,litter,cover,%,"","",,1,43.2,47.6,19.1,16,55,55,Soil,Litter_Cover,Native,,experiment_7435,91,litter litter cover,-0.248001119625206,0.0373305276431983
Arvidsson et al. 2022 Journal of Arachnology 3,,Arvidsson et al. 2022 Journal of Arachnology,Microhabitat conditions affect web-building spider communities and their prey independent of effects of short-term wildlife fencing on forest vegetation,Web of Science October 2025,Europe,no,inside vs outside exclosure,52.56999322,12.39522266,Havelland district in north-eastern Germany,Dama dama; Cervus elaphus; Capreolus capreolus,Native,1095,cumulative,main text,TRUE,Belowground,Abiotic,SOIL_COVER,"",bare ground,bare ground,cover,%,"","",,1,5.8,1.1,6.1,1.8,55,55,Soil,Bare_Ground,Native,,experiment_7436,91,bare ground bare ground cover,1.03781253500997,0.0455401247369268
Arvidsson et al. 2022 Journal of Arachnology 4,,Arvidsson et al. 2022 Journal of Arachnology,Microhabitat conditions affect web-building spider communities and their prey independent of effects of short-term wildlife fencing on forest vegetation,Web of Science October 2025,Europe,no,inside vs outside exclosure,52.56999322,12.39522266,Havelland district in north-eastern Germany,Dama dama; Cervus elaphus; Capreolus capreolus,Native,1095,cumulative,main text,TRUE,Aboveground,Dead,SOIL_COVER,"",dead wood,dead wood,cover,%,"","",,1,9.4,14.5,4.2,7.2,55,55,Ecosystem,Dead_Vegetation,Native,,experiment_7437,91,dead wood dead wood cover,-0.859252072217552,0.0412833289777524
Augustine and Frank 2001 Ecology_1,,Augustine and Frank 2001 Ecology,Effects of Migratory Grazers on Spatial Heterogeneity of Soil Nitrogen Properties in a Grassland Ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,44.82258,-110.547123,Northern Yellowstone National Park,Bison bison; Cervus canadensis; Antilocapra americana; Odocoileus hemionus,Native,14235,cumulative,Table 1,,Belowground,Abiotic,SOIL_NUTRIENTS,0-15 cm,Nutrients,Soil,Total nitrogen,%,"","",Blacktail site; 4 x 4 m; 4 x 4 m; 4 x 4 m,1,0.25,0.18,0.25,0.15,25,25,Soil,Soil_Total_N,Native,,experiment_85,34,Nutrients Soil Total nitrogen,0.334211956213919,0.0847545149935751
Augustine and Frank 2001 Ecology_10,,Augustine and Frank 2001 Ecology,Effects of Migratory Grazers on Spatial Heterogeneity of Soil Nitrogen Properties in a Grassland Ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,44.82258,-110.547123,Northern Yellowstone National Park,Bison bison; Cervus canadensis; Antilocapra americana; Odocoileus hemionus,Native,14235,cumulative,Table 1,,Belowground,Abiotic,SOIL_PROCESS,0-15 cm,Nutrients,Soil,N mineralization potential,ug / g / 10 days,"","",Lamar site; 4 x 4 m; 4 x 4 m; 4 x 4 m,1,6.28,5.1,20.15,18.45,25,25,Soil,N_Mineralization_Rate,Native,,experiment_86,34,Nutrients Soil N mineralization potential,0.0601204640613095,0.0833712750515233
Augustine and Frank 2001 Ecology_11,,Augustine and Frank 2001 Ecology,Effects of Migratory Grazers on Spatial Heterogeneity of Soil Nitrogen Properties in a Grassland Ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,44.82258,-110.547123,Northern Yellowstone National Park,Bison bison; Cervus canadensis; Antilocapra americana; Odocoileus hemionus,Native,14235,cumulative,Table 1,,Belowground,Living,BIOMASS,0-15 cm depth,Total,total,Root biomass,g / m2,"","",Lamar site; 4 x 4 m; 4 x 4 m; 4 x 4 m,1,78.2,62.1,346,274,25,25,Soil,Root_Biomass,Native,,experiment_87,34,Total total Root biomass,0.0507777815593545,0.0833616020207039
Augustine and Frank 2001 Ecology_14,,Augustine and Frank 2001 Ecology,Effects of Migratory Grazers on Spatial Heterogeneity of Soil Nitrogen Properties in a Grassland Ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,44.82258,-110.547123,Northern Yellowstone National Park,Bison bison; Cervus canadensis; Antilocapra americana; Odocoileus hemionus,Native,14235,cumulative,Table 1,,Aboveground & Belowground,Living,PLANT_NUTRIENTS,"",Nutrients,"",Total plant n,g / m2,"","",Lamar site; 4 x 4 m; 4 x 4 m; 4 x 4 m,1,1.59,1.2,9.4,4.85,25,25,Plant_Nutrients,Plant_N,Native,,experiment_90,34,Nutrients  Total plant n,0.0513235786940516,0.0833699868806137
Augustine and Frank 2001 Ecology_15,,Augustine and Frank 2001 Ecology,Effects of Migratory Grazers on Spatial Heterogeneity of Soil Nitrogen Properties in a Grassland Ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,44.82258,-110.547123,Northern Yellowstone National Park,Bison bison; Cervus canadensis; Antilocapra americana; Odocoileus hemionus,Native,14235,cumulative,Table 1,,Belowground,Abiotic,SOIL_NUTRIENTS,0-15 cm,Nutrients,Soil,Total n,%,"","",Stephens Creek site; 4 x 4 m; 4 x 4 m; 4 x 4 m,1,0.1,0.09,0.1,0.15,25,25,Soil,Soil_Total_N,Native,,experiment_91,34,Nutrients Soil Total n,0.0772132307924743,0.0834046231079774
Augustine and Frank 2001 Ecology_16,,Augustine and Frank 2001 Ecology,Effects of Migratory Grazers on Spatial Heterogeneity of Soil Nitrogen Properties in a Grassland Ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,44.82258,-110.547123,Northern Yellowstone National Park,Bison bison; Cervus canadensis; Antilocapra americana; Odocoileus hemionus,Native,14235,cumulative,Table 1,,Belowground,Abiotic,SOIL_NUTRIENTS,0-15 cm,Nutrients,Soil,Extractable mineral n,ug / g,"","",Stephens Creek site; 4 x 4 m; 4 x 4 m; 4 x 4 m,1,2.73,3.2,4.05,6.8,25,25,Soil,Soil_Labile_N,Native,,experiment_92,34,Nutrients Soil Extractable mineral n,-0.0826602515123241,0.0834206551051931
Augustine and Frank 2001 Ecology_17,,Augustine and Frank 2001 Ecology,Effects of Migratory Grazers on Spatial Heterogeneity of Soil Nitrogen Properties in a Grassland Ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,44.82258,-110.547123,Northern Yellowstone National Park,Bison bison; Cervus canadensis; Antilocapra americana; Odocoileus hemionus,Native,14235,cumulative,Table 1,,Belowground,Abiotic,SOIL_PROCESS,0-15 cm,Nutrients,Soil,N mineralization potential,ug / g / 10 days,"","",Stephens Creek site; 4 x 4 m; 4 x 4 m; 4 x 4 m,1,5.37,6.48,18.2,22.5,25,25,Soil,N_Mineralization_Rate,Native,,experiment_93,34,Nutrients Soil N mineralization potential,-0.0533908172993502,0.0833643235352071
Augustine and Frank 2001 Ecology_18,,Augustine and Frank 2001 Ecology,Effects of Migratory Grazers on Spatial Heterogeneity of Soil Nitrogen Properties in a Grassland Ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,44.82258,-110.547123,Northern Yellowstone National Park,Bison bison; Cervus canadensis; Antilocapra americana; Odocoileus hemionus,Native,14235,cumulative,Table 1,,Belowground,Living,BIOMASS,0-15 cm depth,Total,total,Root biomass,g / m2,"","",Stephens Creek site; 4 x 4 m; 4 x 4 m; 4 x 4 m,1,36.4,31.8,269.5,145.5,25,25,Soil,Root_Biomass,Native,,experiment_94,34,Total total Root biomass,0.0209068527414089,0.0833392567839048
Augustine and Frank 2001 Ecology_2,,Augustine and Frank 2001 Ecology,Effects of Migratory Grazers on Spatial Heterogeneity of Soil Nitrogen Properties in a Grassland Ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,44.82258,-110.547123,Northern Yellowstone National Park,Bison bison; Cervus canadensis; Antilocapra americana; Odocoileus hemionus,Native,14235,cumulative,Table 1,,Belowground,Abiotic,SOIL_NUTRIENTS,0-15 cm,Nutrients,Soil,Extractable mineral n,ug / g,"","",Blacktail site; 4 x 4 m; 4 x 4 m; 4 x 4 m,1,8.92,5.03,30.85,8,25,25,Soil,Soil_Labile_N,Native,,experiment_96,34,Nutrients Soil Extractable mineral n,0.169900818126644,0.0838637042759795
Augustine and Frank 2001 Ecology_21,,Augustine and Frank 2001 Ecology,Effects of Migratory Grazers on Spatial Heterogeneity of Soil Nitrogen Properties in a Grassland Ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,44.82258,-110.547123,Northern Yellowstone National Park,Bison bison; Cervus canadensis; Antilocapra americana; Odocoileus hemionus,Native,14235,cumulative,Table 1,,Aboveground & Belowground,Living,PLANT_NUTRIENTS,"",Nutrients,"",Total plant n,g / m2,"","",Stephens Creek site; 4 x 4 m; 4 x 4 m; 4 x 4 m,1,0.86,0.91,6.1,6.55,25,25,Plant_Nutrients,Plant_N,Native,,experiment_98,34,Nutrients  Total plant n,-0.00777594656122595,0.0833339663607765
Augustine and Frank 2001 Ecology_3,,Augustine and Frank 2001 Ecology,Effects of Migratory Grazers on Spatial Heterogeneity of Soil Nitrogen Properties in a Grassland Ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,44.82258,-110.547123,Northern Yellowstone National Park,Bison bison; Cervus canadensis; Antilocapra americana; Odocoileus hemionus,Native,14235,cumulative,Table 1,,Belowground,Abiotic,SOIL_PROCESS,0-15 cm,Nutrients,Soil,N mineralization potential,ug / g / 10 days,"","",Blacktail site; 4 x 4 m; 4 x 4 m; 4 x 4 m,1,5.61,3.52,39.25,17.15,25,25,Soil,N_Mineralization_Rate,Native,,experiment_104,34,Nutrients Soil N mineralization potential,0.0679201968998993,0.0834035662373331
Augustine and Frank 2001 Ecology_4,,Augustine and Frank 2001 Ecology,Effects of Migratory Grazers on Spatial Heterogeneity of Soil Nitrogen Properties in a Grassland Ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,44.82258,-110.547123,Northern Yellowstone National Park,Bison bison; Cervus canadensis; Antilocapra americana; Odocoileus hemionus,Native,14235,cumulative,Table 1,,Belowground,Living,BIOMASS,0-15 cm depth,Total,total,Root biomass,g / m2,"","",Blacktail site; 4 x 4 m; 4 x 4 m; 4 x 4 m,1,95.6,55.6,369,175.5,25,25,Soil,Root_Biomass,Native,,experiment_105,34,Total total Root biomass,0.136265386645312,0.0836037766865737
Augustine and Frank 2001 Ecology_7,,Augustine and Frank 2001 Ecology,Effects of Migratory Grazers on Spatial Heterogeneity of Soil Nitrogen Properties in a Grassland Ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,44.82258,-110.547123,Northern Yellowstone National Park,Bison bison; Cervus canadensis; Antilocapra americana; Odocoileus hemionus,Native,14235,cumulative,Table 1,,Aboveground & Belowground,Living,PLANT_NUTRIENTS,"",Nutrients,"",Total plant n,g / m2,"","",Blacktail site; 4 x 4 m; 4 x 4 m; 4 x 4 m,1,2.05,1.26,7.15,4.5,25,25,Plant_Nutrients,Plant_N,Native,,experiment_108,34,Nutrients  Total plant n,0.130165245534822,0.0835428446159246
Augustine and Frank 2001 Ecology_8,,Augustine and Frank 2001 Ecology,Effects of Migratory Grazers on Spatial Heterogeneity of Soil Nitrogen Properties in a Grassland Ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,44.82258,-110.547123,Northern Yellowstone National Park,Bison bison; Cervus canadensis; Antilocapra americana; Odocoileus hemionus,Native,14235,cumulative,Table 1,,Belowground,Abiotic,SOIL_NUTRIENTS,0-15 cm,Nutrients,Soil,Total nitrogen,%,"","",Lamar site; 4 x 4 m; 4 x 4 m; 4 x 4 m,1,0.2,0.17,0.1,0.25,25,25,Soil,Soil_Total_N,Native,,experiment_109,34,Nutrients Soil Total nitrogen,0.155090664484958,0.0837152706651025
Augustine and Frank 2001 Ecology_9,,Augustine and Frank 2001 Ecology,Effects of Migratory Grazers on Spatial Heterogeneity of Soil Nitrogen Properties in a Grassland Ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,44.82258,-110.547123,Northern Yellowstone National Park,Bison bison; Cervus canadensis; Antilocapra americana; Odocoileus hemionus,Native,14235,cumulative,Table 1,,Belowground,Abiotic,SOIL_NUTRIENTS,0-15 cm,Nutrients,Soil,Extractable mineral n,ug / g,"","",Lamar site; 4 x 4 m; 4 x 4 m; 4 x 4 m,1,4.26,2.98,7.75,4.9,25,25,Soil,Soil_Labile_N,Native,,experiment_110,34,Nutrients Soil Extractable mineral n,0.194319504320728,0.0837989983821305
Augustine and McNaughton 2004 Journal of Applied Ecology_52,,Augustine and McNaughton 2004 Journal of Applied Ecology,Regulation of shrub dynamics by native browsing ungulates on East African rangeland,Web of Science Feb 2021,Africa,no,inside vs outside exclosure,0.278595,36.905739,"Mpala Research Centre, Kenya",Aepyceros melampus; Giraffa camelopardalis; Loxodonta africana; Madoqua kirkii; Tragelaphus strepsiceros,Native,730,cumulative,Figure 5,,Aboveground,Living,PRIMARY_PRODUCTIVITY,0.5 m - 1.5 m height,Tree,Senegalia mellifera,Net height growth rate,m / 3 years,"",under_2m,combined,1,0.066,0.236,0.173205080756888,0.155884572681199,12,12,Ecosystem,Growth_Rates,Native,Intact_Africa,experiment_130,103,Tree Senegalia mellifera Net height growth rate,-0.996079696175498,0.204616084839131
Augustine and McNaughton 2004 Journal of Applied Ecology_53,,Augustine and McNaughton 2004 Journal of Applied Ecology,Regulation of shrub dynamics by native browsing ungulates on East African rangeland,Web of Science Feb 2021,Africa,no,inside vs outside exclosure,0.278595,36.905739,"Mpala Research Centre, Kenya",Aepyceros melampus; Giraffa camelopardalis; Loxodonta africana; Madoqua kirkii; Tragelaphus strepsiceros,Native,730,cumulative,Figure 5,,Aboveground,Living,PRIMARY_PRODUCTIVITY,1.5 m - 2.5 m height,Tree,Senegalia mellifera,Net height growth rate,m / 3 years,"",over_2m,combined,1,0.151,0.296,0.259807621135332,0.103923048454133,12,12,Ecosystem,Growth_Rates,Native,Intact_Africa,experiment_131,103,Tree Senegalia mellifera Net height growth rate,-0.707509380414439,0.199160364527241
Augustine and McNaughton 2004 Journal of Applied Ecology_56,,Augustine and McNaughton 2004 Journal of Applied Ecology,Regulation of shrub dynamics by native browsing ungulates on East African rangeland,Web of Science Feb 2021,Africa,no,inside vs outside exclosure,0.278595,36.905739,"Mpala Research Centre, Kenya",Aepyceros melampus; Giraffa camelopardalis; Loxodonta africana; Madoqua kirkii; Tragelaphus strepsiceros,Native,730,cumulative,Figure 5,,Aboveground,Living,PRIMARY_PRODUCTIVITY,1.5 m - 2.5 m height,Tree,Vachellia etbaica,Net height growth rate,m / 3 years,"",over_2m,combined,1,0.051,0.306,0.121243556529821,0.259807621135332,12,12,Ecosystem,Growth_Rates,Native,Intact_Africa,experiment_134,103,Tree Vachellia etbaica Net height growth rate,-1.21436531058822,0.229162053035637
Augustine and McNaughton 2004 Journal of Applied Ecology_59,,Augustine and McNaughton 2004 Journal of Applied Ecology,Regulation of shrub dynamics by native browsing ungulates on East African rangeland,Web of Science Feb 2021,Africa,no,inside vs outside exclosure,0.278595,36.905739,"Mpala Research Centre, Kenya",Aepyceros melampus; Giraffa camelopardalis; Loxodonta africana; Madoqua kirkii; Tragelaphus strepsiceros,Native,730,cumulative,Figure 5,,Aboveground,Living,PRIMARY_PRODUCTIVITY,1.5 m - 2.5 m height,Tree,Senegalia mellifera,Net change in canopy diameter,m / 3 years,"",over_2m,combined,1,0.219,0.493,0.190525588832577,0.23209480821423,12,12,Ecosystem,Growth_Rates,Native,Intact_Africa,experiment_137,103,Tree Senegalia mellifera Net change in canopy diameter,-1.2458605251024,0.218433877343476
Augustine and McNaughton 2004 Journal of Applied Ecology_62,,Augustine and McNaughton 2004 Journal of Applied Ecology,Regulation of shrub dynamics by native browsing ungulates on East African rangeland,Web of Science Feb 2021,Africa,no,inside vs outside exclosure,0.278595,36.905739,"Mpala Research Centre, Kenya",Aepyceros melampus; Giraffa camelopardalis; Loxodonta africana; Madoqua kirkii; Tragelaphus strepsiceros,Native,730,cumulative,Figure 5,,Aboveground,Living,PRIMARY_PRODUCTIVITY,1.5 m - 2.5 m height,Tree,Vachellia etbaica,Net change in canopy diameter,m / 3 years,"",over_2m,combined,1,0.146,0.365,0.273664027595883,0.422620397046806,12,12,Ecosystem,Growth_Rates,Native,Intact_Africa,experiment_140,103,Tree Vachellia etbaica Net change in canopy diameter,-0.593882070621282,0.191175784307372
Augustine and McNaughton 2004 Journal of Applied Ecology_63,,Augustine and McNaughton 2004 Journal of Applied Ecology,Regulation of shrub dynamics by native browsing ungulates on East African rangeland,Web of Science Feb 2021,Africa,no,inside vs outside exclosure,0.278595,36.905739,"Mpala Research Centre, Kenya",Aepyceros melampus; Giraffa camelopardalis; Loxodonta africana; Madoqua kirkii; Tragelaphus strepsiceros,Native,730,cumulative,Figure 5,,Aboveground,Living,PRIMARY_PRODUCTIVITY,> 2.5 m height,Tree,Vachellia etbaica,Net change in canopy diameter,m / 3 years,"",over_2m,combined,1,0.116,0.591,0.419156295431668,0.907594623166092,12,12,Ecosystem,Growth_Rates,Native,Intact_Africa,experiment_141,103,Tree Vachellia etbaica Net change in canopy diameter,-0.648731031631511,0.195404413602282
Augustine and McNaughton 2004 Journal of Applied Ecology_64,,Augustine and McNaughton 2004 Journal of Applied Ecology,Regulation of shrub dynamics by native browsing ungulates on East African rangeland,Web of Science Feb 2021,Africa,no,inside vs outside exclosure,0.278595,36.905739,"Mpala Research Centre, Kenya",Aepyceros melampus; Giraffa camelopardalis; Loxodonta africana; Madoqua kirkii; Tragelaphus strepsiceros,Native,730,cumulative,Figure 5,,Aboveground,Living,PRIMARY_PRODUCTIVITY,0.5 m - 1.5 m height,Tree,Senegalia mellifera,Net change in basal area,cm2 / 3 years,"",under_2m,combined,1,0.657,1.76,1.43413806866703,1.91218409155604,12,12,Ecosystem,Growth_Rates,Native,Intact_Africa,experiment_142,103,Tree Senegalia mellifera Net change in basal area,-0.630058506984451,0.191547646864677
Augustine and McNaughton 2004 Journal of Applied Ecology_65,,Augustine and McNaughton 2004 Journal of Applied Ecology,Regulation of shrub dynamics by native browsing ungulates on East African rangeland,Web of Science Feb 2021,Africa,no,inside vs outside exclosure,0.278595,36.905739,"Mpala Research Centre, Kenya",Aepyceros melampus; Giraffa camelopardalis; Loxodonta africana; Madoqua kirkii; Tragelaphus strepsiceros,Native,730,cumulative,Figure 5,,Aboveground,Living,PRIMARY_PRODUCTIVITY,1.5 m - 2.5 m height,Tree,Senegalia mellifera,Net change in basal area,cm2 / 3 years,"",over_2m,combined,1,8.104,7.828,16.7212184962699,17.677310542048,12,12,Ecosystem,Growth_Rates,Native,Intact_Africa,experiment_143,103,Tree Senegalia mellifera Net change in basal area,0.0154867967895117,0.181823649565351
Augustine and McNaughton 2004 Journal of Applied Ecology_66,,Augustine and McNaughton 2004 Journal of Applied Ecology,Regulation of shrub dynamics by native browsing ungulates on East African rangeland,Web of Science Feb 2021,Africa,no,inside vs outside exclosure,0.278595,36.905739,"Mpala Research Centre, Kenya",Aepyceros melampus; Giraffa camelopardalis; Loxodonta africana; Madoqua kirkii; Tragelaphus strepsiceros,Native,730,cumulative,Figure 5,,Aboveground,Living,PRIMARY_PRODUCTIVITY,> 2.5 m height,Tree,Senegalia mellifera,Net change in basal area,cm2 / 3 years,"",over_2m,combined,1,6.311,18.861,39.6501070868667,7.64180816299389,12,12,Ecosystem,Growth_Rates,Native,Intact_Africa,experiment_144,103,Tree Senegalia mellifera Net change in basal area,-0.424350429927539,0.189438028677138
Augustine and McNaughton 2004 Journal of Applied Ecology_67,,Augustine and McNaughton 2004 Journal of Applied Ecology,Regulation of shrub dynamics by native browsing ungulates on East African rangeland,Web of Science Feb 2021,Africa,no,inside vs outside exclosure,0.278595,36.905739,"Mpala Research Centre, Kenya",Aepyceros melampus; Giraffa camelopardalis; Loxodonta africana; Madoqua kirkii; Tragelaphus strepsiceros,Native,730,cumulative,Figure 5,,Aboveground,Living,PRIMARY_PRODUCTIVITY,0.5 m - 1.5 m height,Tree,Vachellia etbaica,Net change in basal area,cm2 / 3 years,"",under_2m,combined,1,0.381,1.623,1.43413806866703,2.86481203571892,12,12,Ecosystem,Growth_Rates,Native,Intact_Africa,experiment_145,103,Tree Vachellia etbaica Net change in basal area,-0.529310453219415,0.190472057973316
Augustine and McNaughton 2004 Journal of Applied Ecology_68,,Augustine and McNaughton 2004 Journal of Applied Ecology,Regulation of shrub dynamics by native browsing ungulates on East African rangeland,Web of Science Feb 2021,Africa,no,inside vs outside exclosure,0.278595,36.905739,"Mpala Research Centre, Kenya",Aepyceros melampus; Giraffa camelopardalis; Loxodonta africana; Madoqua kirkii; Tragelaphus strepsiceros,Native,730,cumulative,Figure 5,,Aboveground,Living,PRIMARY_PRODUCTIVITY,1.5 m - 2.5 m height,Tree,Vachellia etbaica,Net change in basal area,cm2 / 3 years,"",over_2m,combined,1,4.519,6.173,3.34285805860793,13.378360437662,12,12,Ecosystem,Growth_Rates,Native,Intact_Africa,experiment_146,103,Tree Vachellia etbaica Net change in basal area,-0.163767021809762,0.182902395570169
